ID,Name,Breed,Sex,Age,Weight,Location,Info,URL,Image
CHUA-A-30531,Buddy,"Dog - Retriever, Labrador/Mix",Sex : Male,Age : 2Y / 2W,Weight : 41.90 lbs,"Location: Canine Adoption Floor, D6",,https://www.shelterluv.com/publish_animal/CHUA-A-30531,img/profile/Buddy-1.png
CHUA-A-30534,Coachella,Dog - Terrier/Mix,Sex : Female,Age : 1Y / 8M / 2W,Weight : 51.70 lbs,"Location: Canine Adoption Floor, C7","I LOVE other doggy friends and would love to have one in the home!  I love attention too, and will crawl up you and get in your face with kisses until you give it to me.  I can be a little high energy, but with a active fun family I am sure that won't be a problem!  Oh, and I also like to sit with my legs stretched out behind me... just because! I am so silly and fun, come meet me!",https://www.shelterluv.com/publish_animal/CHUA-A-30534,img/profile/Coachella-1.png
CHUA-A-30540,Mosby,"Dog - Terrier, American Staffordshire/Mix",Sex : Male,Age : 2Y / 1M / 3W,Weight : 61.00 lbs,"Location: Canine Adoption Floor, B4","Hi! I'm Mosby, and I am a playful sweet boy who loves to cuddle!  I have the best smile, am crate trained, know sit and shake! I also like to play with people and with other dogs..  I would love to play and snuggle with you so come see me!",https://www.shelterluv.com/publish_animal/CHUA-A-30540,img/profile/Mosby-1.png
CHUA-A-30685,Geneva,Dog - Terrier/Mix,Sex : Female,Age : 7M,Weight : 43.00 lbs,"Location: Alachua County Humane Society, Canine Zen",,https://www.shelterluv.com/publish_animal/CHUA-A-30685,img/profile/Geneva-1.png
GPR-A-1431,Talia,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 2Y / 1W,Location: Gainesville Pet Rescue,None,"Talia's adoption fee is SPONSORED by Countryside Animal Hospital! Talia's favorite toys are bottle caps. She will even play fetch with you! She is very sweet and loving, and loves to hang out with her humans and cuddle. If you're interested in adopting please email gvillepetrescue@gmail.com! ",https://www.shelterluv.com/publish_animal/GPR-A-1431,img/profile/Talia-1.png
GPR-A-2144,Turbo,Cat - Domestic Shorthair/Mix,Sex : Male,Age : 2Y / 7M / 1W,Weight : 9.35 lbs,"Location: Gainesville Pet Rescue, Onsite",,https://www.shelterluv.com/publish_animal/GPR-A-2144,img/profile/Turbo-1.png
GPR-A-2147,Annie,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 2Y / 7M / 1W,Weight : 8.25 lbs,"Location: Gainesville Pet Rescue, Onsite",,https://www.shelterluv.com/publish_animal/GPR-A-2147,img/profile/Annie-1.png
GPR-A-3811,Cash,Cat - Domestic Shorthair/Mix,Sex : Male,Age : 6Y / 1M / 1W,Location: Gainesville Pet Rescue,None,,https://www.shelterluv.com/publish_animal/GPR-A-3811,img/profile/Cash-1.png
GPR-A-4702,Emily,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 11M,Location: Gainesville Pet Rescue,None,,https://www.shelterluv.com/publish_animal/GPR-A-4702,img/profile/Emily-1.png
GPR-A-4703,Draco,Cat - Domestic Shorthair/Mix,Sex : Male,Age : 10M / 3W,Location: Gainesville Pet Rescue,None,,https://www.shelterluv.com/publish_animal/GPR-A-4703,img/profile/Draco-1.png
GPR-A-4704,Dudley,Cat - Domestic Shorthair/Mix,Sex : Male,Age : 10M / 3W,Location: Gainesville Pet Rescue,None,,https://www.shelterluv.com/publish_animal/GPR-A-4704,img/profile/Dudley-1.png
GPR-A-4705,Bruce,Cat - Domestic Shorthair/Mix,Sex : Male,Age : 10M / 3W,Location: Gainesville Pet Rescue,None,,https://www.shelterluv.com/publish_animal/GPR-A-4705,img/profile/Bruce-1.png
GPR-A-4751,Harold,Cat - Domestic Medium Hair/Mix,Sex : Male,Age : 7Y / 7M,Location: Gainesville Pet Rescue,None,,https://www.shelterluv.com/publish_animal/GPR-A-4751,img/profile/Harold-1.png
GPR-A-4757,Ernest,Cat - Domestic Shorthair/Mix,Sex : Male,Age : 1Y / 2W,"Location: Gainesville Pet Rescue, Onsite",None,,https://www.shelterluv.com/publish_animal/GPR-A-4757,img/profile/Ernest-1.png
GPR-A-4758,Juniper,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 1Y / 2W,Location: Gainesville Pet Rescue,None,,https://www.shelterluv.com/publish_animal/GPR-A-4758,img/profile/Juniper-1.png
GPR-A-4779,Blossom,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 2Y / 6M / 2W,Location: Gainesville Pet Rescue,None,,https://www.shelterluv.com/publish_animal/GPR-A-4779,img/profile/Blossom-1.png
GPR-A-4807,Pumpkin,Cat - Domestic Shorthair/Mix,Sex : Male,Age : 1Y / 1W,Location: Gainesville Pet Rescue,None,,https://www.shelterluv.com/publish_animal/GPR-A-4807,img/profile/Pumpkin-1.png
GPR-A-4810,Sunspot,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 1Y / 2W,Location: Gainesville Pet Rescue,None,,https://www.shelterluv.com/publish_animal/GPR-A-4810,img/profile/Sunspot-1.png
GPR-A-4811,Pink,Cat - Domestic Shorthair/Mix,Sex : Male,Age : 1Y / 2W,Location: Gainesville Pet Rescue,None,,https://www.shelterluv.com/publish_animal/GPR-A-4811,img/profile/Pink-1.png
GPR-A-4821,Leslie,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 9M / 2W,Location: Gainesville Pet Rescue,None,,https://www.shelterluv.com/publish_animal/GPR-A-4821,img/profile/Leslie-1.png
GPR-A-4846,Baby,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 1Y / 8M / 3W,Location: Gainesville Pet Rescue,None,,https://www.shelterluv.com/publish_animal/GPR-A-4846,img/profile/Baby-1.png
GPR-A-4848,Chloe,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 9Y / 8M / 3W,Location: Foster Home,None,,https://www.shelterluv.com/publish_animal/GPR-A-4848,img/profile/Chloe-1.png
GPR-A-4854,Frankenstein,Cat - Domestic Shorthair/Mix,Sex : Male,Age : 1Y / 1W,Location: Gainesville Pet Rescue,None,,https://www.shelterluv.com/publish_animal/GPR-A-4854,img/profile/Frankenstein-1.png
GPR-A-4857,Midnight,Cat - Domestic Shorthair/Mix,Sex : Male,Age : 9M / 1W,Location: Gainesville Pet Rescue,None,,https://www.shelterluv.com/publish_animal/GPR-A-4857,img/profile/Midnight-1.png
GPR-A-4859,Reggie,Cat - Domestic Shorthair/Mix,Sex : Male,Age : 9M,Location: Foster Home,None,,https://www.shelterluv.com/publish_animal/GPR-A-4859,img/profile/Reggie-1.png
GPR-A-4869,SunBear,Cat - Domestic Shorthair/Mix,Sex : Male,Age : 8M / 2W,Location: Gainesville Pet Rescue,None,,https://www.shelterluv.com/publish_animal/GPR-A-4869,img/profile/SunBear-1.png
GPR-A-4911,Ashes,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 2Y / 6M,Location: Foster Home,None,,https://www.shelterluv.com/publish_animal/GPR-A-4911,img/profile/Ashes-1.png
GPR-A-5095,Belle,Cat - Domestic Shorthair,Sex : Female,Age : 7M,"Location: Gainesville Pet Rescue, Onsite",None,,https://www.shelterluv.com/publish_animal/GPR-A-5095,img/profile/Belle-1.png
GPR-A-5118,Jedi,Cat - Domestic Medium Hair,Sex : Male,Age : 3Y / 2M / 2W,Location: Foster Home,None,,https://www.shelterluv.com/publish_animal/GPR-A-5118,img/profile/Jedi-1.png
GPR-A-5124,Snowflake,Cat - Siamese/Mix,Sex : Female,Age : 12Y / 2M / 2W,Weight : 9.74 lbs,Location: Foster Home,,https://www.shelterluv.com/publish_animal/GPR-A-5124,img/profile/Snowflake-1.png
GPR-A-5127,Leonard,Cat - Domestic Shorthair/Mix,Sex : Male,Age : 6Y / 3M / 1W,Weight : 12.00 lbs,"Location: Gainesville Pet Rescue, Onsite",,https://www.shelterluv.com/publish_animal/GPR-A-5127,img/profile/Leonard-1.png
GPR-A-5128,Vincent,Cat - Domestic Shorthair/Mix,Sex : Male,Age : 6Y / 3M / 1W,Weight : 10.00 lbs,"Location: Gainesville Pet Rescue, Onsite",,https://www.shelterluv.com/publish_animal/GPR-A-5128,img/profile/Vincent-1.png
GPR-A-5132,Flo,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 4Y / 2M / 1W,Weight : 9.10 lbs,Location: Foster Home,,https://www.shelterluv.com/publish_animal/GPR-A-5132,img/profile/Flo-1.png
GPR-A-5135,Buster,Cat - Domestic Shorthair,Sex : Male,Age : 15Y / 2M / 1W,"Location: Gainesville Pet Rescue, Onsite",None,,https://www.shelterluv.com/publish_animal/GPR-A-5135,img/profile/Buster-1.png
GPR-A-5153,Abby,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 4Y / 2M / 1W,Weight : 3.00 lbs,Location: Foster Home,,https://www.shelterluv.com/publish_animal/GPR-A-5153,img/profile/Abby-1.png
GPR-A-5225,Callie,Cat - Domestic Shorthair,Sex : Female,Age : 2Y / 3W,Weight : 12.00 lbs,"Location: Gainesville Pet Rescue, Onsite",,https://www.shelterluv.com/publish_animal/GPR-A-5225,img/profile/Callie-1.png
GPR-A-5236,Mandy,Cat - Domestic Shorthair,Sex : Female,Age : 3Y / 11M / 1W,Weight : 14.33 lbs,Location: Foster Home,,https://www.shelterluv.com/publish_animal/GPR-A-5236,img/profile/Mandy-1.png
GPR-A-5237,Moxie,Cat - Siamese/Japanese Bobtail,Sex : Female,Age : 3Y / 2W,Weight : 6.10 lbs,"Location: Gainesville Pet Rescue, Onsite",,https://www.shelterluv.com/publish_animal/GPR-A-5237,img/profile/Moxie-1.png
GPR-A-5238,Jazzlynn,Cat - Siamese/Himalayan,Sex : Female,Age : 3Y / 2W,Weight : 8.80 lbs,"Location: Gainesville Pet Rescue, Onsite",,https://www.shelterluv.com/publish_animal/GPR-A-5238,img/profile/Jazzlynn-1.png
GPR-A-5279,Martin,Cat - Domestic Shorthair,Sex : Male,Age : 1Y / 9M,Weight : 10.00 lbs,"Location: Gainesville Pet Rescue, Onsite",,https://www.shelterluv.com/publish_animal/GPR-A-5279,img/profile/Martin-1.png
GPR-A-5281,Carbon,Cat - Domestic Shorthair,Sex : Male,Age : 7M,"Location: Gainesville Pet Rescue, Onsite",None,,https://www.shelterluv.com/publish_animal/GPR-A-5281,img/profile/Carbon-1.png
GPR-A-5282,Tahiti,Cat - Domestic Shorthair,Sex : Female,Age : 7M,Weight : 4.38 lbs,"Location: Gainesville Pet Rescue, Onsite",,https://www.shelterluv.com/publish_animal/GPR-A-5282,img/profile/Tahiti-1.png
GPR-A-5283,Sephora,Cat - Domestic Shorthair,Sex : Female,Age : 4M,Weight : 3.46 lbs,"Location: Gainesville Pet Rescue, Onsite",,https://www.shelterluv.com/publish_animal/GPR-A-5283,img/profile/Sephora-1.png
GPR-A-5286,Fresca,Cat - Domestic Shorthair,Sex : Female,Age : 2Y,Weight : 9.00 lbs,"Location: Gainesville Pet Rescue, Onsite",,https://www.shelterluv.com/publish_animal/GPR-A-5286,img/profile/Fresca-1.png
GPR-A-5287,Russo,Cat - Domestic Shorthair,Sex : Male,Age : 2Y,Weight : 10.20 lbs,"Location: Gainesville Pet Rescue, Onsite",,https://www.shelterluv.com/publish_animal/GPR-A-5287,img/profile/Russo-1.png
GPR-A-5291,Moshi,Cat - Domestic Shorthair,Sex : Male,Age : 1Y / 2M / 1W,Location: Foster Home,None,,https://www.shelterluv.com/publish_animal/GPR-A-5291,img/profile/Moshi-1.png
CHUA-A-18951,Miso,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 1Y / 10M / 4W,Weight : 8.00 lbs,"Location: Feline Group Housing, 7",,https://www.shelterluv.com/publish_animal/CHUA-A-18951,img/profile/Miso-1.png
CHUA-A-19497,Carlos,Cat - Domestic Shorthair/Mix,Sex : Male,Age : 1Y / 11M / 4W,Weight : 10.50 lbs,"Location: Feline Group Housing, 4",,https://www.shelterluv.com/publish_animal/CHUA-A-19497,img/profile/Carlos-1.png
CHUA-A-29610,Mojave,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 1Y / 6M / 3W,Weight : 6.64 lbs,"Location: Feline Group Housing, 1",,https://www.shelterluv.com/publish_animal/CHUA-A-29610,img/profile/Mojave-1.png
CHUA-A-29612,Sahara,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 1Y / 6M / 3W,Weight : 6.80 lbs,"Location: Feline Group Housing, 1",I am a bit slow to warm up to new people - but once I do I am your best friend for life! I love to be pet and will be asking for your affection constantly once I can trust you. Come meet me and bring me home today!,https://www.shelterluv.com/publish_animal/CHUA-A-29612,img/profile/Sahara-1.png
CHUA-A-29744,Cooper,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 10M,Weight : 4.90 lbs,"Location: Feline Group Housing, 7",,https://www.shelterluv.com/publish_animal/CHUA-A-29744,img/profile/Cooper-1.png
CHUA-A-30355,Wilson,Cat - Domestic Shorthair/Mix,Sex : Male,Age : 5Y / 6M,"Location: Feline Group Housing, 3",None,"Wilson has been sponsored! Thanks to Earth Pets of Gainesville, Wilson can go to a forever home for FREE! Wilson is about six years old and he loves to be around people. He is constantly purring and will hop on anyone's lap when given the opportunity. Wilson gets along great with other cats, but is stressed out a lot of times because he isn't used to the shelter environment. He is ready to be brought into a loving home where he can get lots of cuddles every day! ADOPT WILSON!",https://www.shelterluv.com/publish_animal/CHUA-A-30355,img/profile/Wilson-1.png
CHUA-A-29998,April,Cat - Domestic Shorthair,Sex : Female,Age : 6M,Weight : 5.40 lbs,"Location: Alachua County Humane Society, Kitten Room",,https://www.shelterluv.com/publish_animal/CHUA-A-29998,img/profile/April-1.png
CHUA-A-30009,Legend,Cat - Domestic Shorthair,Sex : Female,Age : 7Y / 4M,Weight : 7.30 lbs,Location: Foster Home,,https://www.shelterluv.com/publish_animal/CHUA-A-30009,img/profile/Legend-1.png
CHUA-A-30148,Fred,Cat - Domestic Medium Hair,Sex : Male,Age : 5Y / 2M / 2W,Weight : 8.50 lbs,"Location: Feline Group Housing, 5",,https://www.shelterluv.com/publish_animal/CHUA-A-30148,img/profile/Fred-1.png
CHUA-A-30152,Sally,Cat - Domestic Shorthair,Sex : Female,Age : 1Y / 8M / 3W,Weight : 6.80 lbs,"Location: Feline Group Housing, 6","I am from a large hoarding case, so please note that I will take some extra time to adjust to my new home! As soon as I adjust, I will bring so much joy to your home. I have the loudest purr! You can hear my purr for miles! I love to perch up on high places and observe what everyone is up to. I am a cuddler, so I am looking for the perfect lap to cuddle up in for life. However I not always cuddled up, I also love to play and I LOVE CATNIP! I am FIV+, so if you have any questions on that please let a staff member know and they can answer any questions for you. My adoption fee is being sponsored by The Holly Factory!",https://www.shelterluv.com/publish_animal/CHUA-A-30152,img/profile/Sally-1.png
CHUA-A-30198,Circles,"


",Cat - Domestic Shorthair,Sex : Male,Age : 1Y / 8M / 2W,Weight : 9.10 lbs,,https://www.shelterluv.com/publish_animal/CHUA-A-30198,img/profile/Circles-1.png
CHUA-A-30263,Siren,Cat - Domestic Shorthair,Sex : Male,Age : 2M / 2W,Weight : 2.70 lbs,"Location: Alachua County Humane Society, Kitten Room",,https://www.shelterluv.com/publish_animal/CHUA-A-30263,img/profile/Siren-1.png
CHUA-A-30275,Knight,Cat - Domestic Shorthair,Sex : Male,Age : 2M / 2W,Weight : 2.10 lbs,"Location: Alachua County Humane Society, Kitten Room",,https://www.shelterluv.com/publish_animal/CHUA-A-30275,img/profile/Knight-1.png
CHUA-A-30277,Midnight,Cat - Domestic Shorthair,Sex : Male,Age : 2M / 2W,Weight : 2.06 lbs,"Location: Alachua County Humane Society, Kitten Room",,https://www.shelterluv.com/publish_animal/CHUA-A-30277,img/profile/Midnight-1.png
CHUA-A-30279,Marble,Cat - Domestic Shorthair,Sex : Male,Age : 2M / 2W,Weight : 2.40 lbs,"Location: Alachua County Humane Society, Kitten Room",,https://www.shelterluv.com/publish_animal/CHUA-A-30279,img/profile/Marble-1.png
CHUA-A-30280,Dorothy Mom,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 2Y / 8M / 4W,Weight : 7.30 lbs,"Location: Feline Group Housing, 5",,https://www.shelterluv.com/publish_animal/CHUA-A-30280,img/profile/Dorothy Mom-1.png
CHUA-A-30296,Happiness,Cat - Domestic Medium Hair,Sex : Female,Age : 2M / 3W,Weight : 3.40 lbs,"Location: Alachua County Humane Society, Kitten Room",,https://www.shelterluv.com/publish_animal/CHUA-A-30296,img/profile/Happiness-1.png
CHUA-A-30298,Life,Cat - Domestic Medium Hair,Sex : Male,Age : 2M / 3W,Weight : 4.00 lbs,"Location: Alachua County Humane Society, Kitten Room",,https://www.shelterluv.com/publish_animal/CHUA-A-30298,img/profile/Life-1.png
CHUA-A-30305,Countess,Cat - Domestic Shorthair,Sex : Female,Age : 10Y / 1M / 4W,Weight : 7.10 lbs,"Location: Feline Group Housing, 3",,https://www.shelterluv.com/publish_animal/CHUA-A-30305,img/profile/Countess-1.png
CHUA-A-30325,Herbie,Cat - Domestic Medium Hair,Sex : Male,Age : 3Y / 2M / 2W,Weight : 9.30 lbs,"Location: Feline Group Housing, 5",,https://www.shelterluv.com/publish_animal/CHUA-A-30325,img/profile/Herbie-1.png
CHUA-A-30328,Peter,Cat - Domestic Medium Hair,Sex : Male,Age : 2Y / 2M / 3W,Weight : 10.18 lbs,"Location: Feline Group Housing, 2",,https://www.shelterluv.com/publish_animal/CHUA-A-30328,img/profile/Peter-1.png
CHUA-A-30353,Linda,Cat - Domestic Shorthair,Sex : Female,Age : 1Y / 2M / 2W,Weight : 6.22 lbs,"Location: Feline Group Housing, 6",,https://www.shelterluv.com/publish_animal/CHUA-A-30353,img/profile/Linda-1.png
CHUA-A-30398,Stella,Cat - Domestic Shorthair,Sex : Female,Age : 2Y / 1M / 1W,Weight : 7.66 lbs,"Location: Overflow Display, Hallway",,https://www.shelterluv.com/publish_animal/CHUA-A-30398,img/profile/Stella-1.png
CHUA-A-30408,Horned Owl,Cat - Domestic Medium Hair,Sex : Male,Age : 2M,Weight : 2.60 lbs,"Location: Alachua County Humane Society, Kitten Room",,https://www.shelterluv.com/publish_animal/CHUA-A-30408,img/profile/Horned Owl-1.png
CHUA-A-30412,Barred Owl,Cat - Domestic Medium Hair,Sex : Male,Age : 2M,Weight : 2.70 lbs,"Location: Alachua County Humane Society, Kitten Room",,https://www.shelterluv.com/publish_animal/CHUA-A-30412,img/profile/Barred Owl-1.png
CHUA-A-30461,Saint,Cat - Domestic Shorthair,Sex : Female,Age : 1Y / 3M / 3W,Weight : 7.20 lbs,Location: Foster Home,,https://www.shelterluv.com/publish_animal/CHUA-A-30461,img/profile/Saint-1.png
CHUA-A-30468,Marvis,Cat - Domestic Shorthair,Sex : Male,Age : 2Y / 3W,Weight : 8.80 lbs,"Location: Feline Group Housing, 5",,https://www.shelterluv.com/publish_animal/CHUA-A-30468,img/profile/Marvis-1.png
CHUA-A-30493,Kayla,Cat - Domestic Shorthair,Sex : Female,Age : 2Y / 2W,Weight : 8.90 lbs,"Location: Feline Group Housing, 4",,https://www.shelterluv.com/publish_animal/CHUA-A-30493,img/profile/Kayla-1.png
CHUA-A-30545,Sweetpea,Cat - Domestic Shorthair,Sex : Female,Age : 1Y / 1W,Weight : 6.30 lbs,"Location: Feline Group Housing, 7",,https://www.shelterluv.com/publish_animal/CHUA-A-30545,img/profile/Sweetpea-1.png
CHUA-A-30567,Serpensortia,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 3M / 2W,Weight : 3.10 lbs,"Location: Alachua County Humane Society, Kitten Room",,https://www.shelterluv.com/publish_animal/CHUA-A-30567,img/profile/Serpensortia-1.png
CHUA-A-30568,Nagini,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 3M / 2W,Weight : 3.10 lbs,"Location: Alachua County Humane Society, Kitten Room",,https://www.shelterluv.com/publish_animal/CHUA-A-30568,img/profile/Nagini-1.png
CHUA-A-30569,Basilisk,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 3M / 2W,Weight : 3.08 lbs,"Location: Alachua County Humane Society, Kitten Room",,https://www.shelterluv.com/publish_animal/CHUA-A-30569,img/profile/Basilisk-1.png
CHUA-A-30570,Fiendfyre,Cat - Domestic Shorthair/Mix,Sex : Female,Age : 3M / 2W,Weight : 3.14 lbs,"Location: Alachua County Humane Society, Kitten Room",,https://www.shelterluv.com/publish_animal/CHUA-A-30570,img/profile/Fiendfyre-1.png
CHUA-A-30576,Griff,Cat - Domestic Shorthair/Mix,Sex : Male,Age : 3M / 1W,Weight : 3.04 lbs,"Location: Alachua County Humane Society, Kitten Room",,https://www.shelterluv.com/publish_animal/CHUA-A-30576,img/profile/Griff-1.png
CHUA-A-30581,Sarge,Cat - Domestic Shorthair/Mix,Sex : Male,Age : 3M / 1W,Weight : 3.60 lbs,"Location: Alachua County Humane Society, Kitten Room",,https://www.shelterluv.com/publish_animal/CHUA-A-30581,img/profile/Sarge-1.png
CHUA-A-30656,Gus,Cat - Domestic Shorthair,Sex : Male,Age : 3Y,Weight : 9.70 lbs,"Location: Alachua County Humane Society, Feline Quarantine",,https://www.shelterluv.com/publish_animal/CHUA-A-30656,img/profile/Gus-1.png
CHUA-A-30664,Sheva,Cat - Domestic Shorthair,Sex : Female,Age : 3Y,Weight : 10.70 lbs,"Location: Petsnip Lobby, Main Room",,https://www.shelterluv.com/publish_animal/CHUA-A-30664,img/profile/Sheva-1.png
CHUA-A-30666,Franklin,Cat - Domestic Shorthair,Sex : Male,Age : 3Y,Weight : 6.80 lbs,"Location: Feline Group Housing, 2",,https://www.shelterluv.com/publish_animal/CHUA-A-30666,img/profile/Franklin-1.png
CHUA-A-30667,Tally,Cat - Domestic Shorthair,Sex : Female,Age : 6Y,Weight : 6.76 lbs,"Location: Petsnip Lobby, Iso Room",,https://www.shelterluv.com/publish_animal/CHUA-A-30667,img/profile/Tally-1.png
CHUA-A-30672,Bagel,Cat - Domestic Shorthair,Sex : Female,Age : 2M,Weight : 1.60 lbs,"Location: Alachua County Humane Society, Kitten Room",,https://www.shelterluv.com/publish_animal/CHUA-A-30672,img/profile/Bagel-1.png
CHUA-A-30674,Boss cat,Cat - Domestic Shorthair,Sex : Male,Age : 5Y,Weight : 11.90 lbs,"Location: Alachua County Humane Society, Feline Quarantine",,https://www.shelterluv.com/publish_animal/CHUA-A-30674,img/profile/Boss cat-1.png
CHUA-A-30683,Serena,Cat - Domestic Shorthair,Sex : Female,Age : 1Y,Weight : 7.80 lbs,"Location: Alachua County Humane Society, Feline Quarantine",,https://www.shelterluv.com/publish_animal/CHUA-A-30683,img/profile/Serena-1.png
